OID_,Value,Count,Red,Green,Blue,Opacity,2001_Code,2001_Class,2005_Code,2005_Class,Class_Name
,201,0,0,0,0,1,9,Deciduous Forest,1,Unclassified,Deciduous Forest to Unclassified
,202,0,0.949019608,0.949019608,0.949019608,1,9,Deciduous Forest,2,High Intensity Developed,Deciduous Forest to High Intensity Developed
,203,0,0.658823529,0.6,0.658823529,1,9,Deciduous Forest,3,Medium Intensity Developed,Deciduous Forest to Medium Intensity Developed
,204,0,0.560784314,0.458823529,0.490196078,1,9,Deciduous Forest,4,Low Intensity Developed,Deciduous Forest to Low Intensity Developed
,205,0,0.760784314,0.8,0.219607843,1,9,Deciduous Forest,5,Developed Open Space,Deciduous Forest to Developed Open Space
,206,0,0.329411765,0.129411765,0,1,9,Deciduous Forest,6,Cultivated,Deciduous Forest to Cultivated
,207,0,0.760784314,0.631372549,0.309803922,1,9,Deciduous Forest,7,Pasture/Hay,Deciduous Forest to Pasture/Hay
,208,0,0.949019608,0.729411765,0.529411765,1,9,Deciduous Forest,8,Grassland,Deciduous Forest to Grassland
,209,0,0.760784314,0.850980392,0.870588235,1,9,Deciduous Forest,9,Deciduous Forest,Deciduous Forest to Deciduous Forest
,210,0,0,0.231372549,0,1,9,Deciduous Forest,10,Evergreen Forest,Deciduous Forest to Evergreen Forest
,211,0,0.031372549,0.631372549,0.231372549,1,9,Deciduous Forest,11,Mixed Forest,Deciduous Forest to Mixed Forest
,212,0,0.431372549,0.431372549,0,1,9,Deciduous Forest,12,Scrub/Shrub,Deciduous Forest to Scrub/Shrub
,213,0,0,0.360784314,0.360784314,1,9,Deciduous Forest,13,Palustrine Forested Wetland,Deciduous Forest to Palustrine Forested Wetland
,214,0,0.949019608,0.431372549,0,1,9,Deciduous Forest,14,Palustrine Scrub/Shrub Wetland,Deciduous Forest to Palustrine Scrub/Shrub Wetland
,215,0,0.949019608,0,0.949019608,1,9,Deciduous Forest,15,Palustrine Emergent Wetland,Deciduous Forest to Palustrine Emergent Wetland
,216,0,0.239215686,0,0.239215686,1,9,Deciduous Forest,16,Estuarine Forested Wetland,Deciduous Forest to Estuarine Forested Wetland
,217,0,0.431372549,0,0.431372549,1,9,Deciduous Forest,17,Estuarine Scrub/Shrub Wetland,Deciduous Forest to Estuarine Scrub/Shrub Wetland
,218,0,0.690196078,0,0.690196078,1,9,Deciduous Forest,18,Estuarine Emergent Wetland,Deciduous Forest to Estuarine Emergent Wetland
,219,0,0,0.949019608,0.949019608,1,9,Deciduous Forest,19,Unconsolidated Shore,Deciduous Forest to Unconsolidated Shore
,220,0,0.949019608,0.949019608,0,1,9,Deciduous Forest,20,Bare Land,Deciduous Forest to Bare Land
,221,0,0,0,0.470588235,1,9,Deciduous Forest,21,Water,Deciduous Forest to Water
,222,0,0,0,0.949019608,1,9,Deciduous Forest,22,Palustrine Aquatic Bed,Deciduous Forest to Palustrine Aquatic Bed
,223,0,0.4,0.458823529,0.858823529,1,9,Deciduous Forest,23,Estuarine Aquatic Bed,Deciduous Forest to Estuarine Aquatic Bed
,224,0,0.980392157,0.819607843,0,1,9,Deciduous Forest,24,Tundra,Deciduous Forest to Tundra
,225,0,0.670588235,0.980392157,0.941176471,1,9,Deciduous Forest,25,Snow/Ice,Deciduous Forest to Snow/Ice
,226,0,0,0,0,1,10,Evergreen Forest,1,Unclassified,Evergreen Forest to Unclassified
,227,0,0.949019608,0.949019608,0.949019608,1,10,Evergreen Forest,2,High Intensity Developed,Evergreen Forest to High Intensity Developed
,228,3,0.658823529,0.6,0.658823529,1,10,Evergreen Forest,3,Medium Intensity Developed,Evergreen Forest to Medium Intensity Developed
,229,344,0.560784314,0.458823529,0.490196078,1,10,Evergreen Forest,4,Low Intensity Developed,Evergreen Forest to Low Intensity Developed
,230,45,0.760784314,0.8,0.219607843,1,10,Evergreen Forest,5,Developed Open Space,Evergreen Forest to Developed Open Space
,231,140,0.329411765,0.129411765,0,1,10,Evergreen Forest,6,Cultivated,Evergreen Forest to Cultivated
,232,0,0.760784314,0.631372549,0.309803922,1,10,Evergreen Forest,7,Pasture/Hay,Evergreen Forest to Pasture/Hay
,233,49,0.949019608,0.729411765,0.529411765,1,10,Evergreen Forest,8,Grassland,Evergreen Forest to Grassland
,234,0,0,0.949019608,0,1,10,Evergreen Forest,9,Deciduous Forest,Evergreen Forest to Deciduous Forest
,235,720803,0.760784314,0.850980392,0.870588235,1,10,Evergreen Forest,10,Evergreen Forest,Evergreen Forest to Evergreen Forest
,236,0,0.031372549,0.631372549,0.231372549,1,10,Evergreen Forest,11,Mixed Forest,Evergreen Forest to Mixed Forest
,237,0,0.431372549,0.431372549,0,1,10,Evergreen Forest,12,Scrub/Shrub,Evergreen Forest to Scrub/Shrub
,238,0,0,0.360784314,0.360784314,1,10,Evergreen Forest,13,Palustrine Forested Wetland,Evergreen Forest to Palustrine Forested Wetland
,239,0,0.949019608,0.431372549,0,1,10,Evergreen Forest,14,Palustrine Scrub/Shrub Wetland,Evergreen Forest to Palustrine Scrub/Shrub Wetland
,240,0,0.949019608,0,0.949019608,1,10,Evergreen Forest,15,Palustrine Emergent Wetland,Evergreen Forest to Palustrine Emergent Wetland
,241,0,0.239215686,0,0.239215686,1,10,Evergreen Forest,16,Estuarine Forested Wetland,Evergreen Forest to Estuarine Forested Wetland
,242,0,0.431372549,0,0.431372549,1,10,Evergreen Forest,17,Estuarine Scrub/Shrub Wetland,Evergreen Forest to Estuarine Scrub/Shrub Wetland
,243,0,0.690196078,0,0.690196078,1,10,Evergreen Forest,18,Estuarine Emergent Wetland,Evergreen Forest to Estuarine Emergent Wetland
,244,0,0,0.949019608,0.949019608,1,10,Evergreen Forest,19,Unconsolidated Shore,Evergreen Forest to Unconsolidated Shore
,245,0,0.949019608,0.949019608,0,1,10,Evergreen Forest,20,Bare Land,Evergreen Forest to Bare Land
,246,0,0,0,0.470588235,1,10,Evergreen Forest,21,Water,Evergreen Forest to Water
,247,0,0,0,0.949019608,1,10,Evergreen Forest,22,Palustrine Aquatic Bed,Evergreen Forest to Palustrine Aquatic Bed
,248,0,0.4,0.458823529,0.858823529,1,10,Evergreen Forest,23,Estuarine Aquatic Bed,Evergreen Forest to Estuarine Aquatic Bed
,249,0,0.980392157,0.819607843,0,1,10,Evergreen Forest,24,Tundra,Evergreen Forest to Tundra
,250,0,0.670588235,0.980392157,0.941176471,1,10,Evergreen Forest,25,Snow/Ice,Evergreen Forest to Snow/Ice
,251,0,0,0,0,1,11,Mixed Forest,1,Unclassified,Mixed Forest to Unclassified
,252,0,0.949019608,0.949019608,0.949019608,1,11,Mixed Forest,2,High Intensity Developed,Mixed Forest to High Intensity Developed
,253,0,0.658823529,0.6,0.658823529,1,11,Mixed Forest,3,Medium Intensity Developed,Mixed Forest to Medium Intensity Developed
,254,0,0.560784314,0.458823529,0.490196078,1,11,Mixed Forest,4,Low Intensity Developed,Mixed Forest to Low Intensity Developed
,255,0,0.760784314,0.8,0.219607843,1,11,Mixed Forest,5,Developed Open Space,Mixed Forest to Developed Open Space
,256,0,0.329411765,0.129411765,0,1,11,Mixed Forest,6,Cultivated,Mixed Forest to Cultivated
,257,0,0.760784314,0.631372549,0.309803922,1,11,Mixed Forest,7,Pasture/Hay,Mixed Forest to Pasture/Hay
,258,0,0.949019608,0.729411765,0.529411765,1,11,Mixed Forest,8,Grassland,Mixed Forest to Grassland
,259,0,0,0.949019608,0,1,11,Mixed Forest,9,Deciduous Forest,Mixed Forest to Deciduous Forest
,260,0,0,0.231372549,0,1,11,Mixed Forest,10,Evergreen Forest,Mixed Forest to Evergreen Forest
,261,0,0.760784314,0.850980392,0.870588235,1,11,Mixed Forest,11,Mixed Forest,Mixed Forest to Mixed Forest
,262,0,0.431372549,0.431372549,0,1,11,Mixed Forest,12,Scrub/Shrub,Mixed Forest to Scrub/Shrub
,263,0,0,0.360784314,0.360784314,1,11,Mixed Forest,13,Palustrine Forested Wetland,Mixed Forest to Palustrine Forested Wetland
,264,0,0.949019608,0.431372549,0,1,11,Mixed Forest,14,Palustrine Scrub/Shrub Wetland,Mixed Forest to Palustrine Scrub/Shrub Wetland
,265,0,0.949019608,0,0.949019608,1,11,Mixed Forest,15,Palustrine Emergent Wetland,Mixed Forest to Palustrine Emergent Wetland
,266,0,0.239215686,0,0.239215686,1,11,Mixed Forest,16,Estuarine Forested Wetland,Mixed Forest to Estuarine Forested Wetland
,267,0,0.431372549,0,0.431372549,1,11,Mixed Forest,17,Estuarine Scrub/Shrub Wetland,Mixed Forest to Estuarine Scrub/Shrub Wetland
,268,0,0.690196078,0,0.690196078,1,11,Mixed Forest,18,Estuarine Emergent Wetland,Mixed Forest to Estuarine Emergent Wetland
,269,0,0,0.949019608,0.949019608,1,11,Mixed Forest,19,Unconsolidated Shore,Mixed Forest to Unconsolidated Shore
,270,0,0.949019608,0.949019608,0,1,11,Mixed Forest,20,Bare Land,Mixed Forest to Bare Land
,271,0,0,0,0.470588235,1,11,Mixed Forest,21,Water,Mixed Forest to Water
,272,0,0,0,0.949019608,1,11,Mixed Forest,22,Palustrine Aquatic Bed,Mixed Forest to Palustrine Aquatic Bed
,273,0,0.4,0.458823529,0.858823529,1,11,Mixed Forest,23,Estuarine Aquatic Bed,Mixed Forest to Estuarine Aquatic Bed
,274,0,0.980392157,0.819607843,0,1,11,Mixed Forest,24,Tundra,Mixed Forest to Tundra
,275,0,0.670588235,0.980392157,0.941176471,1,11,Mixed Forest,25,Snow/Ice,Mixed Forest to Snow/Ice
,276,0,0,0,0,1,12,Scrub/Shrub,1,Unclassified,Scrub/Shrub to Unclassified
,277,0,0.949019608,0.949019608,0.949019608,1,12,Scrub/Shrub,2,High Intensity Developed,Scrub/Shrub to High Intensity Developed
,278,0,0.658823529,0.6,0.658823529,1,12,Scrub/Shrub,3,Medium Intensity Developed,Scrub/Shrub to Medium Intensity Developed
,279,125,0.560784314,0.458823529,0.490196078,1,12,Scrub/Shrub,4,Low Intensity Developed,Scrub/Shrub to Low Intensity Developed
,280,0,0.760784314,0.8,0.219607843,1,12,Scrub/Shrub,5,Developed Open Space,Scrub/Shrub to Developed Open Space
,281,108,0.329411765,0.129411765,0,1,12,Scrub/Shrub,6,Cultivated,Scrub/Shrub to Cultivated
,282,281,0.760784314,0.631372549,0.309803922,1,12,Scrub/Shrub,7,Pasture/Hay,Scrub/Shrub to Pasture/Hay
,283,97,0.949019608,0.729411765,0.529411765,1,12,Scrub/Shrub,8,Grassland,Scrub/Shrub to Grassland
,284,0,0,0.949019608,0,1,12,Scrub/Shrub,9,Deciduous Forest,Scrub/Shrub to Deciduous Forest
,285,1,0,0.231372549,0,1,12,Scrub/Shrub,10,Evergreen Forest,Scrub/Shrub to Evergreen Forest
,286,0,0.031372549,0.631372549,0.231372549,1,12,Scrub/Shrub,11,Mixed Forest,Scrub/Shrub to Mixed Forest
,287,291653,0.760784314,0.850980392,0.870588235,1,12,Scrub/Shrub,12,Scrub/Shrub,Scrub/Shrub to Scrub/Shrub
,288,0,0,0.360784314,0.360784314,1,12,Scrub/Shrub,13,Palustrine Forested Wetland,Scrub/Shrub to Palustrine Forested Wetland
,289,0,0.949019608,0.431372549,0,1,12,Scrub/Shrub,14,Palustrine Scrub/Shrub Wetland,Scrub/Shrub to Palustrine Scrub/Shrub Wetland
,290,0,0.949019608,0,0.949019608,1,12,Scrub/Shrub,15,Palustrine Emergent Wetland,Scrub/Shrub to Palustrine Emergent Wetland
,291,0,0.239215686,0,0.239215686,1,12,Scrub/Shrub,16,Estuarine Forested Wetland,Scrub/Shrub to Estuarine Forested Wetland
,292,0,0.431372549,0,0.431372549,1,12,Scrub/Shrub,17,Estuarine Scrub/Shrub Wetland,Scrub/Shrub to Estuarine Scrub/Shrub Wetland
,293,0,0.690196078,0,0.690196078,1,12,Scrub/Shrub,18,Estuarine Emergent Wetland,Scrub/Shrub to Estuarine Emergent Wetland
,294,0,0,0.949019608,0.949019608,1,12,Scrub/Shrub,19,Unconsolidated Shore,Scrub/Shrub to Unconsolidated Shore
,295,56,0.949019608,0.949019608,0,1,12,Scrub/Shrub,20,Bare Land,Scrub/Shrub to Bare Land
,296,0,0,0,0.470588235,1,12,Scrub/Shrub,21,Water,Scrub/Shrub to Water
,297,0,0,0,0.949019608,1,12,Scrub/Shrub,22,Palustrine Aquatic Bed,Scrub/Shrub to Palustrine Aquatic Bed
,298,0,0.4,0.458823529,0.858823529,1,12,Scrub/Shrub,23,Estuarine Aquatic Bed,Scrub/Shrub to Estuarine Aquatic Bed
,299,0,0.980392157,0.819607843,0,1,12,Scrub/Shrub,24,Tundra,Scrub/Shrub to Tundra
,300,0,0.670588235,0.980392157,0.941176471,1,12,Scrub/Shrub,25,Snow/Ice,Scrub/Shrub to Snow/Ice
,301,0,0,0,0,1,13,Palustrine Forested Wetland,1,Unclassified,Palustrine Forested Wetland to Unclassified
,302,0,0.949019608,0.949019608,0.949019608,1,13,Palustrine Forested Wetland,2,High Intensity Developed,Palustrine Forested Wetland to High Intensity Developed
,303,0,0.658823529,0.6,0.658823529,1,13,Palustrine Forested Wetland,3,Medium Intensity Developed,Palustrine Forested Wetland to Medium Intensity Developed
,304,3,0.560784314,0.458823529,0.490196078,1,13,Palustrine Forested Wetland,4,Low Intensity Developed,Palustrine Forested Wetland to Low Intensity Developed
,305,0,0.760784314,0.8,0.219607843,1,13,Palustrine Forested Wetland,5,Developed Open Space,Palustrine Forested Wetland to Developed Open Space
,306,0,0.329411765,0.129411765,0,1,13,Palustrine Forested Wetland,6,Cultivated,Palustrine Forested Wetland to Cultivated
,307,0,0.760784314,0.631372549,0.309803922,1,13,Palustrine Forested Wetland,7,Pasture/Hay,Palustrine Forested Wetland to Pasture/Hay
,308,0,0.949019608,0.729411765,0.529411765,1,13,Palustrine Forested Wetland,8,Grassland,Palustrine Forested Wetland to Grassland
,309,0,0,0.949019608,0,1,13,Palustrine Forested Wetland,9,Deciduous Forest,Palustrine Forested Wetland to Deciduous Forest
,310,0,0,0.231372549,0,1,13,Palustrine Forested Wetland,10,Evergreen Forest,Palustrine Forested Wetland to Evergreen Forest
,311,0,0.031372549,0.631372549,0.231372549,1,13,Palustrine Forested Wetland,11,Mixed Forest,Palustrine Forested Wetland to Mixed Forest
,312,0,0.431372549,0.431372549,0,1,13,Palustrine Forested Wetland,12,Scrub/Shrub,Palustrine Forested Wetland to Scrub/Shrub
,313,37581,0.760784314,0.850980392,0.870588235,1,13,Palustrine Forested Wetland,13,Palustrine Forested Wetland,Palustrine Forested Wetland to Palustrine Forested Wetland
,314,0,0.949019608,0.431372549,0,1,13,Palustrine Forested Wetland,14,Palustrine Scrub/Shrub Wetland,Palustrine Forested Wetland to Palustrine Scrub/Shrub Wetland
,315,0,0.949019608,0,0.949019608,1,13,Palustrine Forested Wetland,15,Palustrine Emergent Wetland,Palustrine Forested Wetland to Palustrine Emergent Wetland
,316,0,0.239215686,0,0.239215686,1,13,Palustrine Forested Wetland,16,Estuarine Forested Wetland,Palustrine Forested Wetland to Estuarine Forested Wetland
,317,0,0.431372549,0,0.431372549,1,13,Palustrine Forested Wetland,17,Estuarine Scrub/Shrub Wetland,Palustrine Forested Wetland to Estuarine Scrub/Shrub Wetland
,318,0,0.690196078,0,0.690196078,1,13,Palustrine Forested Wetland,18,Estuarine Emergent Wetland,Palustrine Forested Wetland to Estuarine Emergent Wetland
,319,0,0,0.949019608,0.949019608,1,13,Palustrine Forested Wetland,19,Unconsolidated Shore,Palustrine Forested Wetland to Unconsolidated Shore
,320,0,0.949019608,0.949019608,0,1,13,Palustrine Forested Wetland,20,Bare Land,Palustrine Forested Wetland to Bare Land
,321,0,0,0,0.470588235,1,13,Palustrine Forested Wetland,21,Water,Palustrine Forested Wetland to Water
,322,0,0,0,0.949019608,1,13,Palustrine Forested Wetland,22,Palustrine Aquatic Bed,Palustrine Forested Wetland to Palustrine Aquatic Bed
,323,0,0.4,0.458823529,0.858823529,1,13,Palustrine Forested Wetland,23,Estuarine Aquatic Bed,Palustrine Forested Wetland to Estuarine Aquatic Bed
,324,0,0.980392157,0.819607843,0,1,13,Palustrine Forested Wetland,24,Tundra,Palustrine Forested Wetland to Tundra
,325,0,0.670588235,0.980392157,0.941176471,1,13,Palustrine Forested Wetland,25,Snow/Ice,Palustrine Forested Wetland to Snow/Ice
,326,0,0,0,0,1,14,Palustrine Scrub/Shrub Wetland,1,Unclassified,Palustrine Scrub/Shrub Wetland to Unclassified
,327,0,0.949019608,0.949019608,0.949019608,1,14,Palustrine Scrub/Shrub Wetland,2,High Intensity Developed,Palustrine Scrub/Shrub Wetland to High Intensity Developed
,328,0,0.658823529,0.6,0.658823529,1,14,Palustrine Scrub/Shrub Wetland,3,Medium Intensity Developed,Palustrine Scrub/Shrub Wetland to Medium Intensity Developed
,329,0,0.560784314,0.458823529,0.490196078,1,14,Palustrine Scrub/Shrub Wetland,4,Low Intensity Developed,Palustrine Scrub/Shrub Wetland to Low Intensity Developed
,330,0,0.760784314,0.8,0.219607843,1,14,Palustrine Scrub/Shrub Wetland,5,Developed Open Space,Palustrine Scrub/Shrub Wetland to Developed Open Space
,331,0,0.329411765,0.129411765,0,1,14,Palustrine Scrub/Shrub Wetland,6,Cultivated,Palustrine Scrub/Shrub Wetland to Cultivated
,332,0,0.760784314,0.631372549,0.309803922,1,14,Palustrine Scrub/Shrub Wetland,7,Pasture/Hay,Palustrine Scrub/Shrub Wetland to Pasture/Hay
,333,0,0.949019608,0.729411765,0.529411765,1,14,Palustrine Scrub/Shrub Wetland,8,Grassland,Palustrine Scrub/Shrub Wetland to Grassland
,334,0,0,0.949019608,0,1,14,Palustrine Scrub/Shrub Wetland,9,Deciduous Forest,Palustrine Scrub/Shrub Wetland to Deciduous Forest
,335,0,0,0.231372549,0,1,14,Palustrine Scrub/Shrub Wetland,10,Evergreen Forest,Palustrine Scrub/Shrub Wetland to Evergreen Forest
,336,0,0.031372549,0.631372549,0.231372549,1,14,Palustrine Scrub/Shrub Wetland,11,Mixed Forest,Palustrine Scrub/Shrub Wetland to Mixed Forest
,337,0,0.431372549,0.431372549,0,1,14,Palustrine Scrub/Shrub Wetland,12,Scrub/Shrub,Palustrine Scrub/Shrub Wetland to Scrub/Shrub
,338,0,0,0.360784314,0.360784314,1,14,Palustrine Scrub/Shrub Wetland,13,Palustrine Forested Wetland,Palustrine Scrub/Shrub Wetland to Palustrine Forested Wetland
,339,4114,0.760784314,0.850980392,0.870588235,1,14,Palustrine Scrub/Shrub Wetland,14,Palustrine Scrub/Shrub Wetland,Palustrine Scrub/Shrub Wetland to Palustrine Scrub/Shrub Wetland
,340,0,0.949019608,0,0.949019608,1,14,Palustrine Scrub/Shrub Wetland,15,Palustrine Emergent Wetland,Palustrine Scrub/Shrub Wetland to Palustrine Emergent Wetland
,341,0,0.239215686,0,0.239215686,1,14,Palustrine Scrub/Shrub Wetland,16,Estuarine Forested Wetland,Palustrine Scrub/Shrub Wetland to Estuarine Forested Wetland
,342,0,0.431372549,0,0.431372549,1,14,Palustrine Scrub/Shrub Wetland,17,Estuarine Scrub/Shrub Wetland,Palustrine Scrub/Shrub Wetland to Estuarine Scrub/Shrub Wetland
,343,0,0.690196078,0,0.690196078,1,14,Palustrine Scrub/Shrub Wetland,18,Estuarine Emergent Wetland,Palustrine Scrub/Shrub Wetland to Estuarine Emergent Wetland
,344,0,0,0.949019608,0.949019608,1,14,Palustrine Scrub/Shrub Wetland,19,Unconsolidated Shore,Palustrine Scrub/Shrub Wetland to Unconsolidated Shore
,345,0,0.949019608,0.949019608,0,1,14,Palustrine Scrub/Shrub Wetland,20,Bare Land,Palustrine Scrub/Shrub Wetland to Bare Land
,346,0,0,0,0.470588235,1,14,Palustrine Scrub/Shrub Wetland,21,Water,Palustrine Scrub/Shrub Wetland to Water
,347,0,0,0,0.949019608,1,14,Palustrine Scrub/Shrub Wetland,22,Palustrine Aquatic Bed,Palustrine Scrub/Shrub Wetland to Palustrine Aquatic Bed
,348,0,0.4,0.458823529,0.858823529,1,14,Palustrine Scrub/Shrub Wetland,23,Estuarine Aquatic Bed,Palustrine Scrub/Shrub Wetland to Estuarine Aquatic Bed
,349,0,0.980392157,0.819607843,0,1,14,Palustrine Scrub/Shrub Wetland,24,Tundra,Palustrine Scrub/Shrub Wetland to Tundra
,350,0,0.670588235,0.980392157,0.941176471,1,14,Palustrine Scrub/Shrub Wetland,25,Snow/Ice,Palustrine Scrub/Shrub Wetland to Snow/Ice
,351,0,0,0,0,1,15,Palustrine Emergent Wetland,1,Unclassified,Palustrine Emergent Wetland to Unclassified
,352,0,0.949019608,0.949019608,0.949019608,1,15,Palustrine Emergent Wetland,2,High Intensity Developed,Palustrine Emergent Wetland to High Intensity Developed
,353,0,0.658823529,0.6,0.658823529,1,15,Palustrine Emergent Wetland,3,Medium Intensity Developed,Palustrine Emergent Wetland to Medium Intensity Developed
,354,24,0.560784314,0.458823529,0.490196078,1,15,Palustrine Emergent Wetland,4,Low Intensity Developed,Palustrine Emergent Wetland to Low Intensity Developed
,355,0,0.760784314,0.8,0.219607843,1,15,Palustrine Emergent Wetland,5,Developed Open Space,Palustrine Emergent Wetland to Developed Open Space
,356,0,0.329411765,0.129411765,0,1,15,Palustrine Emergent Wetland,6,Cultivated,Palustrine Emergent Wetland to Cultivated
,357,0,0.760784314,0.631372549,0.309803922,1,15,Palustrine Emergent Wetland,7,Pasture/Hay,Palustrine Emergent Wetland to Pasture/Hay
,358,0,0.949019608,0.729411765,0.529411765,1,15,Palustrine Emergent Wetland,8,Grassland,Palustrine Emergent Wetland to Grassland
,359,0,0,0.949019608,0,1,15,Palustrine Emergent Wetland,9,Deciduous Forest,Palustrine Emergent Wetland to Deciduous Forest
,360,0,0,0.231372549,0,1,15,Palustrine Emergent Wetland,10,Evergreen Forest,Palustrine Emergent Wetland to Evergreen Forest
,361,0,0.031372549,0.631372549,0.231372549,1,15,Palustrine Emergent Wetland,11,Mixed Forest,Palustrine Emergent Wetland to Mixed Forest
,362,0,0.431372549,0.431372549,0,1,15,Palustrine Emergent Wetland,12,Scrub/Shrub,Palustrine Emergent Wetland to Scrub/Shrub
,363,0,0,0.360784314,0.360784314,1,15,Palustrine Emergent Wetland,13,Palustrine Forested Wetland,Palustrine Emergent Wetland to Palustrine Forested Wetland
,364,0,0.949019608,0.431372549,0,1,15,Palustrine Emergent Wetland,14,Palustrine Scrub/Shrub Wetland,Palustrine Emergent Wetland to Palustrine Scrub/Shrub Wetland
,365,7379,0.760784314,0.850980392,0.870588235,1,15,Palustrine Emergent Wetland,15,Palustrine Emergent Wetland,Palustrine Emergent Wetland to Palustrine Emergent Wetland
,366,0,0.239215686,0,0.239215686,1,15,Palustrine Emergent Wetland,16,Estuarine Forested Wetland,Palustrine Emergent Wetland to Estuarine Forested Wetland
,367,0,0.431372549,0,0.431372549,1,15,Palustrine Emergent Wetland,17,Estuarine Scrub/Shrub Wetland,Palustrine Emergent Wetland to Estuarine Scrub/Shrub Wetland
,368,0,0.690196078,0,0.690196078,1,15,Palustrine Emergent Wetland,18,Estuarine Emergent Wetland,Palustrine Emergent Wetland to Estuarine Emergent Wetland
,369,0,0,0.949019608,0.949019608,1,15,Palustrine Emergent Wetland,19,Unconsolidated Shore,Palustrine Emergent Wetland to Unconsolidated Shore
,370,0,0.949019608,0.949019608,0,1,15,Palustrine Emergent Wetland,20,Bare Land,Palustrine Emergent Wetland to Bare Land
,371,0,0,0,0.470588235,1,15,Palustrine Emergent Wetland,21,Water,Palustrine Emergent Wetland to Water
,372,0,0,0,0.949019608,1,15,Palustrine Emergent Wetland,22,Palustrine Aquatic Bed,Palustrine Emergent Wetland to Palustrine Aquatic Bed
,373,0,0.4,0.458823529,0.858823529,1,15,Palustrine Emergent Wetland,23,Estuarine Aquatic Bed,Palustrine Emergent Wetland to Estuarine Aquatic Bed
,374,0,0.980392157,0.819607843,0,1,15,Palustrine Emergent Wetland,24,Tundra,Palustrine Emergent Wetland to Tundra
,375,0,0.670588235,0.980392157,0.941176471,1,15,Palustrine Emergent Wetland,25,Snow/Ice,Palustrine Emergent Wetland to Snow/Ice
,376,0,0,0,0,1,16,Estuarine Forested Wetland,1,Unclassified,Estuarine Forested Wetland to Unclassified
,377,0,0.949019608,0.949019608,0.949019608,1,16,Estuarine Forested Wetland,2,High Intensity Developed,Estuarine Forested Wetland to High Intensity Developed
,378,0,0.658823529,0.6,0.658823529,1,16,Estuarine Forested Wetland,3,Medium Intensity Developed,Estuarine Forested Wetland to Medium Intensity Developed
,379,0,0.560784314,0.458823529,0.490196078,1,16,Estuarine Forested Wetland,4,Low Intensity Developed,Estuarine Forested Wetland to Low Intensity Developed
,380,0,0.760784314,0.8,0.219607843,1,16,Estuarine Forested Wetland,5,Developed Open Space,Estuarine Forested Wetland to Developed Open Space
,381,0,0.329411765,0.129411765,0,1,16,Estuarine Forested Wetland,6,Cultivated,Estuarine Forested Wetland to Cultivated
,382,0,0.760784314,0.631372549,0.309803922,1,16,Estuarine Forested Wetland,7,Pasture/Hay,Estuarine Forested Wetland to Pasture/Hay
,383,0,0.949019608,0.729411765,0.529411765,1,16,Estuarine Forested Wetland,8,Grassland,Estuarine Forested Wetland to Grassland
,384,0,0,0.949019608,0,1,16,Estuarine Forested Wetland,9,Deciduous Forest,Estuarine Forested Wetland to Deciduous Forest
,385,0,0,0.231372549,0,1,16,Estuarine Forested Wetland,10,Evergreen Forest,Estuarine Forested Wetland to Evergreen Forest
,386,0,0.031372549,0.631372549,0.231372549,1,16,Estuarine Forested Wetland,11,Mixed Forest,Estuarine Forested Wetland to Mixed Forest
,387,0,0.431372549,0.431372549,0,1,16,Estuarine Forested Wetland,12,Scrub/Shrub,Estuarine Forested Wetland to Scrub/Shrub
,388,0,0,0.360784314,0.360784314,1,16,Estuarine Forested Wetland,13,Palustrine Forested Wetland,Estuarine Forested Wetland to Palustrine Forested Wetland
,389,0,0.949019608,0.431372549,0,1,16,Estuarine Forested Wetland,14,Palustrine Scrub/Shrub Wetland,Estuarine Forested Wetland to Palustrine Scrub/Shrub Wetland
