OID_,Value,Count,Red,Green,Blue,Opacity,2001_Code,2001_Class,2005_Code,2005_Class,Class_Name
,390,0,0.949019608,0,0.949019608,1,16,Estuarine Forested Wetland,15,Palustrine Emergent Wetland,Estuarine Forested Wetland to Palustrine Emergent Wetland
,391,316,0.760784314,0.850980392,0.870588235,1,16,Estuarine Forested Wetland,16,Estuarine Forested Wetland,Estuarine Forested Wetland to Estuarine Forested Wetland
,392,0,0.431372549,0,0.431372549,1,16,Estuarine Forested Wetland,17,Estuarine Scrub/Shrub Wetland,Estuarine Forested Wetland to Estuarine Scrub/Shrub Wetland
,393,0,0.690196078,0,0.690196078,1,16,Estuarine Forested Wetland,18,Estuarine Emergent Wetland,Estuarine Forested Wetland to Estuarine Emergent Wetland
,394,0,0,0.949019608,0.949019608,1,16,Estuarine Forested Wetland,19,Unconsolidated Shore,Estuarine Forested Wetland to Unconsolidated Shore
,395,0,0.949019608,0.949019608,0,1,16,Estuarine Forested Wetland,20,Bare Land,Estuarine Forested Wetland to Bare Land
,396,0,0,0,0.470588235,1,16,Estuarine Forested Wetland,21,Water,Estuarine Forested Wetland to Water
,397,0,0,0,0.949019608,1,16,Estuarine Forested Wetland,22,Palustrine Aquatic Bed,Estuarine Forested Wetland to Palustrine Aquatic Bed
,398,0,0.4,0.458823529,0.858823529,1,16,Estuarine Forested Wetland,23,Estuarine Aquatic Bed,Estuarine Forested Wetland to Estuarine Aquatic Bed
,399,0,0.980392157,0.819607843,0,1,16,Estuarine Forested Wetland,24,Tundra,Estuarine Forested Wetland to Tundra
,400,0,0.670588235,0.980392157,0.941176471,1,16,Estuarine Forested Wetland,25,Snow/Ice,Estuarine Forested Wetland to Snow/Ice
,401,0,0,0,0,1,17,Estuarine Scrub/Shrub Wetland,1,Unclassified,Estuarine Scrub/Shrub Wetland to Unclassified
,402,0,0.949019608,0.949019608,0.949019608,1,17,Estuarine Scrub/Shrub Wetland,2,High Intensity Developed,Estuarine Scrub/Shrub Wetland to High Intensity Developed
,403,0,0.658823529,0.6,0.658823529,1,17,Estuarine Scrub/Shrub Wetland,3,Medium Intensity Developed,Estuarine Scrub/Shrub Wetland to Medium Intensity Developed
,404,0,0.560784314,0.458823529,0.490196078,1,17,Estuarine Scrub/Shrub Wetland,4,Low Intensity Developed,Estuarine Scrub/Shrub Wetland to Low Intensity Developed
,405,0,0.760784314,0.8,0.219607843,1,17,Estuarine Scrub/Shrub Wetland,5,Developed Open Space,Estuarine Scrub/Shrub Wetland to Developed Open Space
,406,0,0.329411765,0.129411765,0,1,17,Estuarine Scrub/Shrub Wetland,6,Cultivated,Estuarine Scrub/Shrub Wetland to Cultivated
,407,0,0.760784314,0.631372549,0.309803922,1,17,Estuarine Scrub/Shrub Wetland,7,Pasture/Hay,Estuarine Scrub/Shrub Wetland to Pasture/Hay
,408,0,0.949019608,0.729411765,0.529411765,1,17,Estuarine Scrub/Shrub Wetland,8,Grassland,Estuarine Scrub/Shrub Wetland to Grassland
,409,0,0,0.949019608,0,1,17,Estuarine Scrub/Shrub Wetland,9,Deciduous Forest,Estuarine Scrub/Shrub Wetland to Deciduous Forest
,410,0,0,0.231372549,0,1,17,Estuarine Scrub/Shrub Wetland,10,Evergreen Forest,Estuarine Scrub/Shrub Wetland to Evergreen Forest
,411,0,0.031372549,0.631372549,0.231372549,1,17,Estuarine Scrub/Shrub Wetland,11,Mixed Forest,Estuarine Scrub/Shrub Wetland to Mixed Forest
,412,0,0.431372549,0.431372549,0,1,17,Estuarine Scrub/Shrub Wetland,12,Scrub/Shrub,Estuarine Scrub/Shrub Wetland to Scrub/Shrub
,413,0,0,0.360784314,0.360784314,1,17,Estuarine Scrub/Shrub Wetland,13,Palustrine Forested Wetland,Estuarine Scrub/Shrub Wetland to Palustrine Forested Wetland
,414,0,0.949019608,0.431372549,0,1,17,Estuarine Scrub/Shrub Wetland,14,Palustrine Scrub/Shrub Wetland,Estuarine Scrub/Shrub Wetland to Palustrine Scrub/Shrub Wetland
,415,0,0.949019608,0,0.949019608,1,17,Estuarine Scrub/Shrub Wetland,15,Palustrine Emergent Wetland,Estuarine Scrub/Shrub Wetland to Palustrine Emergent Wetland
,416,0,0.239215686,0,0.239215686,1,17,Estuarine Scrub/Shrub Wetland,16,Estuarine Forested Wetland,Estuarine Scrub/Shrub Wetland to Estuarine Forested Wetland
,417,28,0.760784314,0.850980392,0.870588235,1,17,Estuarine Scrub/Shrub Wetland,17,Estuarine Scrub/Shrub Wetland,Estuarine Scrub/Shrub Wetland to Estuarine Scrub/Shrub Wetland
,418,0,0.690196078,0,0.690196078,1,17,Estuarine Scrub/Shrub Wetland,18,Estuarine Emergent Wetland,Estuarine Scrub/Shrub Wetland to Estuarine Emergent Wetland
,419,0,0,0.949019608,0.949019608,1,17,Estuarine Scrub/Shrub Wetland,19,Unconsolidated Shore,Estuarine Scrub/Shrub Wetland to Unconsolidated Shore
,420,0,0.949019608,0.949019608,0,1,17,Estuarine Scrub/Shrub Wetland,20,Bare Land,Estuarine Scrub/Shrub Wetland to Bare Land
,421,0,0,0,0.470588235,1,17,Estuarine Scrub/Shrub Wetland,21,Water,Estuarine Scrub/Shrub Wetland to Water
,422,0,0,0,0.949019608,1,17,Estuarine Scrub/Shrub Wetland,22,Palustrine Aquatic Bed,Estuarine Scrub/Shrub Wetland to Palustrine Aquatic Bed
,423,0,0.4,0.458823529,0.858823529,1,17,Estuarine Scrub/Shrub Wetland,23,Estuarine Aquatic Bed,Estuarine Scrub/Shrub Wetland to Estuarine Aquatic Bed
,424,0,0.980392157,0.819607843,0,1,17,Estuarine Scrub/Shrub Wetland,24,Tundra,Estuarine Scrub/Shrub Wetland to Tundra
,425,0,0.670588235,0.980392157,0.941176471,1,17,Estuarine Scrub/Shrub Wetland,25,Snow/Ice,Estuarine Scrub/Shrub Wetland to Snow/Ice
,426,0,0,0,0,1,18,Estuarine Emergent Wetland,1,Unclassified,Estuarine Emergent Wetland to Unclassified
,427,0,0.949019608,0.949019608,0.949019608,1,18,Estuarine Emergent Wetland,2,High Intensity Developed,Estuarine Emergent Wetland to High Intensity Developed
,428,0,0.658823529,0.6,0.658823529,1,18,Estuarine Emergent Wetland,3,Medium Intensity Developed,Estuarine Emergent Wetland to Medium Intensity Developed
,429,0,0.560784314,0.458823529,0.490196078,1,18,Estuarine Emergent Wetland,4,Low Intensity Developed,Estuarine Emergent Wetland to Low Intensity Developed
,430,0,0.760784314,0.8,0.219607843,1,18,Estuarine Emergent Wetland,5,Developed Open Space,Estuarine Emergent Wetland to Developed Open Space
,431,0,0.329411765,0.129411765,0,1,18,Estuarine Emergent Wetland,6,Cultivated,Estuarine Emergent Wetland to Cultivated
,432,0,0.760784314,0.631372549,0.309803922,1,18,Estuarine Emergent Wetland,7,Pasture/Hay,Estuarine Emergent Wetland to Pasture/Hay
,433,0,0.949019608,0.729411765,0.529411765,1,18,Estuarine Emergent Wetland,8,Grassland,Estuarine Emergent Wetland to Grassland
,434,0,0,0.949019608,0,1,18,Estuarine Emergent Wetland,9,Deciduous Forest,Estuarine Emergent Wetland to Deciduous Forest
,435,0,0,0.231372549,0,1,18,Estuarine Emergent Wetland,10,Evergreen Forest,Estuarine Emergent Wetland to Evergreen Forest
,436,0,0.031372549,0.631372549,0.231372549,1,18,Estuarine Emergent Wetland,11,Mixed Forest,Estuarine Emergent Wetland to Mixed Forest
,437,0,0.431372549,0.431372549,0,1,18,Estuarine Emergent Wetland,12,Scrub/Shrub,Estuarine Emergent Wetland to Scrub/Shrub
,438,0,0,0.360784314,0.360784314,1,18,Estuarine Emergent Wetland,13,Palustrine Forested Wetland,Estuarine Emergent Wetland to Palustrine Forested Wetland
,439,0,0.949019608,0.431372549,0,1,18,Estuarine Emergent Wetland,14,Palustrine Scrub/Shrub Wetland,Estuarine Emergent Wetland to Palustrine Scrub/Shrub Wetland
,440,0,0.949019608,0,0.949019608,1,18,Estuarine Emergent Wetland,15,Palustrine Emergent Wetland,Estuarine Emergent Wetland to Palustrine Emergent Wetland
,441,0,0.239215686,0,0.239215686,1,18,Estuarine Emergent Wetland,16,Estuarine Forested Wetland,Estuarine Emergent Wetland to Estuarine Forested Wetland
,442,0,0.431372549,0,0.431372549,1,18,Estuarine Emergent Wetland,17,Estuarine Scrub/Shrub Wetland,Estuarine Emergent Wetland to Estuarine Scrub/Shrub Wetland
,443,120,0.760784314,0.850980392,0.870588235,1,18,Estuarine Emergent Wetland,18,Estuarine Emergent Wetland,Estuarine Emergent Wetland to Estuarine Emergent Wetland
,444,0,0,0.949019608,0.949019608,1,18,Estuarine Emergent Wetland,19,Unconsolidated Shore,Estuarine Emergent Wetland to Unconsolidated Shore
,445,0,0.949019608,0.949019608,0,1,18,Estuarine Emergent Wetland,20,Bare Land,Estuarine Emergent Wetland to Bare Land
,446,0,0,0,0.470588235,1,18,Estuarine Emergent Wetland,21,Water,Estuarine Emergent Wetland to Water
,447,0,0,0,0.949019608,1,18,Estuarine Emergent Wetland,22,Palustrine Aquatic Bed,Estuarine Emergent Wetland to Palustrine Aquatic Bed
,448,0,0.4,0.458823529,0.858823529,1,18,Estuarine Emergent Wetland,23,Estuarine Aquatic Bed,Estuarine Emergent Wetland to Estuarine Aquatic Bed
,449,0,0.980392157,0.819607843,0,1,18,Estuarine Emergent Wetland,24,Tundra,Estuarine Emergent Wetland to Tundra
,450,0,0.670588235,0.980392157,0.941176471,1,18,Estuarine Emergent Wetland,25,Snow/Ice,Estuarine Emergent Wetland to Snow/Ice
,451,0,0,0,0,1,19,Unconsolidated Shore,1,Unclassified,Unconsolidated Shore to Unclassified
,452,0,0.949019608,0.949019608,0.949019608,1,19,Unconsolidated Shore,2,High Intensity Developed,Unconsolidated Shore to High Intensity Developed
,453,0,0.658823529,0.6,0.658823529,1,19,Unconsolidated Shore,3,Medium Intensity Developed,Unconsolidated Shore to Medium Intensity Developed
,454,0,0.560784314,0.458823529,0.490196078,1,19,Unconsolidated Shore,4,Low Intensity Developed,Unconsolidated Shore to Low Intensity Developed
,455,0,0.760784314,0.8,0.219607843,1,19,Unconsolidated Shore,5,Developed Open Space,Unconsolidated Shore to Developed Open Space
,456,0,0.329411765,0.129411765,0,1,19,Unconsolidated Shore,6,Cultivated,Unconsolidated Shore to Cultivated
,457,0,0.760784314,0.631372549,0.309803922,1,19,Unconsolidated Shore,7,Pasture/Hay,Unconsolidated Shore to Pasture/Hay
,458,0,0.949019608,0.729411765,0.529411765,1,19,Unconsolidated Shore,8,Grassland,Unconsolidated Shore to Grassland
,459,0,0,0.949019608,0,1,19,Unconsolidated Shore,9,Deciduous Forest,Unconsolidated Shore to Deciduous Forest
,460,0,0,0.231372549,0,1,19,Unconsolidated Shore,10,Evergreen Forest,Unconsolidated Shore to Evergreen Forest
,461,0,0.031372549,0.631372549,0.231372549,1,19,Unconsolidated Shore,11,Mixed Forest,Unconsolidated Shore to Mixed Forest
,462,0,0.431372549,0.431372549,0,1,19,Unconsolidated Shore,12,Scrub/Shrub,Unconsolidated Shore to Scrub/Shrub
,463,0,0,0.360784314,0.360784314,1,19,Unconsolidated Shore,13,Palustrine Forested Wetland,Unconsolidated Shore to Palustrine Forested Wetland
,464,0,0.949019608,0.431372549,0,1,19,Unconsolidated Shore,14,Palustrine Scrub/Shrub Wetland,Unconsolidated Shore to Palustrine Scrub/Shrub Wetland
,465,0,0.949019608,0,0.949019608,1,19,Unconsolidated Shore,15,Palustrine Emergent Wetland,Unconsolidated Shore to Palustrine Emergent Wetland
,466,0,0.239215686,0,0.239215686,1,19,Unconsolidated Shore,16,Estuarine Forested Wetland,Unconsolidated Shore to Estuarine Forested Wetland
,467,0,0.431372549,0,0.431372549,1,19,Unconsolidated Shore,17,Estuarine Scrub/Shrub Wetland,Unconsolidated Shore to Estuarine Scrub/Shrub Wetland
,468,0,0.690196078,0,0.690196078,1,19,Unconsolidated Shore,18,Estuarine Emergent Wetland,Unconsolidated Shore to Estuarine Emergent Wetland
,469,18,0.760784314,0.850980392,0.870588235,1,19,Unconsolidated Shore,19,Unconsolidated Shore,Unconsolidated Shore to Unconsolidated Shore
,470,0,0.949019608,0.949019608,0,1,19,Unconsolidated Shore,20,Bare Land,Unconsolidated Shore to Bare Land
,471,0,0,0,0.470588235,1,19,Unconsolidated Shore,21,Water,Unconsolidated Shore to Water
,472,0,0,0,0.949019608,1,19,Unconsolidated Shore,22,Palustrine Aquatic Bed,Unconsolidated Shore to Palustrine Aquatic Bed
,473,0,0.4,0.458823529,0.858823529,1,19,Unconsolidated Shore,23,Estuarine Aquatic Bed,Unconsolidated Shore to Estuarine Aquatic Bed
,474,0,0.980392157,0.819607843,0,1,19,Unconsolidated Shore,24,Tundra,Unconsolidated Shore to Tundra
,475,0,0.670588235,0.980392157,0.941176471,1,19,Unconsolidated Shore,25,Snow/Ice,Unconsolidated Shore to Snow/Ice
,476,0,0,0,0,1,20,Bare Land,1,Unclassified,Bare Land to Unclassified
,477,6,0.949019608,0.949019608,0.949019608,1,20,Bare Land,2,High Intensity Developed,Bare Land to High Intensity Developed
,478,8,0.658823529,0.6,0.658823529,1,20,Bare Land,3,Medium Intensity Developed,Bare Land to Medium Intensity Developed
,479,47,0.560784314,0.458823529,0.490196078,1,20,Bare Land,4,Low Intensity Developed,Bare Land to Low Intensity Developed
,480,13,0.760784314,0.8,0.219607843,1,20,Bare Land,5,Developed Open Space,Bare Land to Developed Open Space
,481,11,0.329411765,0.129411765,0,1,20,Bare Land,6,Cultivated,Bare Land to Cultivated
,482,0,0.760784314,0.631372549,0.309803922,1,20,Bare Land,7,Pasture/Hay,Bare Land to Pasture/Hay
,483,107,0.949019608,0.729411765,0.529411765,1,20,Bare Land,8,Grassland,Bare Land to Grassland
,484,0,0,0.949019608,0,1,20,Bare Land,9,Deciduous Forest,Bare Land to Deciduous Forest
,485,0,0,0.231372549,0,1,20,Bare Land,10,Evergreen Forest,Bare Land to Evergreen Forest
,486,0,0.031372549,0.631372549,0.231372549,1,20,Bare Land,11,Mixed Forest,Bare Land to Mixed Forest
,487,0,0.431372549,0.431372549,0,1,20,Bare Land,12,Scrub/Shrub,Bare Land to Scrub/Shrub
,488,0,0,0.360784314,0.360784314,1,20,Bare Land,13,Palustrine Forested Wetland,Bare Land to Palustrine Forested Wetland
,489,0,0.949019608,0.431372549,0,1,20,Bare Land,14,Palustrine Scrub/Shrub Wetland,Bare Land to Palustrine Scrub/Shrub Wetland
,490,0,0.949019608,0,0.949019608,1,20,Bare Land,15,Palustrine Emergent Wetland,Bare Land to Palustrine Emergent Wetland
,491,0,0.239215686,0,0.239215686,1,20,Bare Land,16,Estuarine Forested Wetland,Bare Land to Estuarine Forested Wetland
,492,0,0.431372549,0,0.431372549,1,20,Bare Land,17,Estuarine Scrub/Shrub Wetland,Bare Land to Estuarine Scrub/Shrub Wetland
,493,0,0.690196078,0,0.690196078,1,20,Bare Land,18,Estuarine Emergent Wetland,Bare Land to Estuarine Emergent Wetland
,494,0,0,0.949019608,0.949019608,1,20,Bare Land,19,Unconsolidated Shore,Bare Land to Unconsolidated Shore
,495,37271,0.760784314,0.850980392,0.870588235,1,20,Bare Land,20,Bare Land,Bare Land to Bare Land
,496,0,0,0,0.470588235,1,20,Bare Land,21,Water,Bare Land to Water
,497,0,0,0,0.949019608,1,20,Bare Land,22,Palustrine Aquatic Bed,Bare Land to Palustrine Aquatic Bed
,498,0,0.4,0.458823529,0.858823529,1,20,Bare Land,23,Estuarine Aquatic Bed,Bare Land to Estuarine Aquatic Bed
,499,0,0.980392157,0.819607843,0,1,20,Bare Land,24,Tundra,Bare Land to Tundra
,500,0,0.670588235,0.980392157,0.941176471,1,20,Bare Land,25,Snow/Ice,Bare Land to Snow/Ice
,501,0,0,0,0,1,21,Water,1,Unclassified,Water to Unclassified
,502,0,0.949019608,0.949019608,0.949019608,1,21,Water,2,High Intensity Developed,Water to High Intensity Developed
,503,0,0.658823529,0.6,0.658823529,1,21,Water,3,Medium Intensity Developed,Water to Medium Intensity Developed
,504,4,0.560784314,0.458823529,0.490196078,1,21,Water,4,Low Intensity Developed,Water to Low Intensity Developed
,505,0,0.760784314,0.8,0.219607843,1,21,Water,5,Developed Open Space,Water to Developed Open Space
,506,7,0.329411765,0.129411765,0,1,21,Water,6,Cultivated,Water to Cultivated
,507,0,0.760784314,0.631372549,0.309803922,1,21,Water,7,Pasture/Hay,Water to Pasture/Hay
,508,0,0.949019608,0.729411765,0.529411765,1,21,Water,8,Grassland,Water to Grassland
,509,0,0,0.949019608,0,1,21,Water,9,Deciduous Forest,Water to Deciduous Forest
,510,0,0,0.231372549,0,1,21,Water,10,Evergreen Forest,Water to Evergreen Forest
,511,0,0.031372549,0.631372549,0.231372549,1,21,Water,11,Mixed Forest,Water to Mixed Forest
,512,0,0.431372549,0.431372549,0,1,21,Water,12,Scrub/Shrub,Water to Scrub/Shrub
,513,0,0,0.360784314,0.360784314,1,21,Water,13,Palustrine Forested Wetland,Water to Palustrine Forested Wetland
,514,0,0.949019608,0.431372549,0,1,21,Water,14,Palustrine Scrub/Shrub Wetland,Water to Palustrine Scrub/Shrub Wetland
,515,0,0.949019608,0,0.949019608,1,21,Water,15,Palustrine Emergent Wetland,Water to Palustrine Emergent Wetland
,516,0,0.239215686,0,0.239215686,1,21,Water,16,Estuarine Forested Wetland,Water to Estuarine Forested Wetland
,517,0,0.431372549,0,0.431372549,1,21,Water,17,Estuarine Scrub/Shrub Wetland,Water to Estuarine Scrub/Shrub Wetland
,518,0,0.690196078,0,0.690196078,1,21,Water,18,Estuarine Emergent Wetland,Water to Estuarine Emergent Wetland
,519,0,0,0.949019608,0.949019608,1,21,Water,19,Unconsolidated Shore,Water to Unconsolidated Shore
,520,0,0.949019608,0.949019608,0,1,21,Water,20,Bare Land,Water to Bare Land
,521,31392,0.760784314,0.850980392,0.870588235,1,21,Water,21,Water,Water to Water
,522,0,0,0,0.949019608,1,21,Water,22,Palustrine Aquatic Bed,Water to Palustrine Aquatic Bed
,523,0,0.4,0.458823529,0.858823529,1,21,Water,23,Estuarine Aquatic Bed,Water to Estuarine Aquatic Bed
,524,0,0.980392157,0.819607843,0,1,21,Water,24,Tundra,Water to Tundra
,525,0,0.670588235,0.980392157,0.941176471,1,21,Water,25,Snow/Ice,Water to Snow/Ice
,526,0,0,0,0,1,22,Palustrine Aquatic Bed,1,Unclassified,Palustrine Aquatic Bed to Unclassified
,527,0,0.949019608,0.949019608,0.949019608,1,22,Palustrine Aquatic Bed,2,High Intensity Developed,Palustrine Aquatic Bed to High Intensity Developed
,528,0,0.658823529,0.6,0.658823529,1,22,Palustrine Aquatic Bed,3,Medium Intensity Developed,Palustrine Aquatic Bed to Medium Intensity Developed
,529,0,0.560784314,0.458823529,0.490196078,1,22,Palustrine Aquatic Bed,4,Low Intensity Developed,Palustrine Aquatic Bed to Low Intensity Developed
,530,0,0.760784314,0.8,0.219607843,1,22,Palustrine Aquatic Bed,5,Developed Open Space,Palustrine Aquatic Bed to Developed Open Space
,531,0,0.329411765,0.129411765,0,1,22,Palustrine Aquatic Bed,6,Cultivated,Palustrine Aquatic Bed to Cultivated
,532,0,0.760784314,0.631372549,0.309803922,1,22,Palustrine Aquatic Bed,7,Pasture/Hay,Palustrine Aquatic Bed to Pasture/Hay
,533,0,0.949019608,0.729411765,0.529411765,1,22,Palustrine Aquatic Bed,8,Grassland,Palustrine Aquatic Bed to Grassland
,534,0,0,0.949019608,0,1,22,Palustrine Aquatic Bed,9,Deciduous Forest,Palustrine Aquatic Bed to Deciduous Forest
,535,0,0,0.231372549,0,1,22,Palustrine Aquatic Bed,10,Evergreen Forest,Palustrine Aquatic Bed to Evergreen Forest
,536,0,0.031372549,0.631372549,0.231372549,1,22,Palustrine Aquatic Bed,11,Mixed Forest,Palustrine Aquatic Bed to Mixed Forest
,537,0,0.431372549,0.431372549,0,1,22,Palustrine Aquatic Bed,12,Scrub/Shrub,Palustrine Aquatic Bed to Scrub/Shrub
,538,0,0,0.360784314,0.360784314,1,22,Palustrine Aquatic Bed,13,Palustrine Forested Wetland,Palustrine Aquatic Bed to Palustrine Forested Wetland
,539,0,0.949019608,0.431372549,0,1,22,Palustrine Aquatic Bed,14,Palustrine Scrub/Shrub Wetland,Palustrine Aquatic Bed to Palustrine Scrub/Shrub Wetland
,540,0,0.949019608,0,0.949019608,1,22,Palustrine Aquatic Bed,15,Palustrine Emergent Wetland,Palustrine Aquatic Bed to Palustrine Emergent Wetland
,541,0,0.239215686,0,0.239215686,1,22,Palustrine Aquatic Bed,16,Estuarine Forested Wetland,Palustrine Aquatic Bed to Estuarine Forested Wetland
,542,0,0.431372549,0,0.431372549,1,22,Palustrine Aquatic Bed,17,Estuarine Scrub/Shrub Wetland,Palustrine Aquatic Bed to Estuarine Scrub/Shrub Wetland
,543,0,0.690196078,0,0.690196078,1,22,Palustrine Aquatic Bed,18,Estuarine Emergent Wetland,Palustrine Aquatic Bed to Estuarine Emergent Wetland
,544,0,0,0.949019608,0.949019608,1,22,Palustrine Aquatic Bed,19,Unconsolidated Shore,Palustrine Aquatic Bed to Unconsolidated Shore
,545,0,0.949019608,0.949019608,0,1,22,Palustrine Aquatic Bed,20,Bare Land,Palustrine Aquatic Bed to Bare Land
,546,0,0,0,0.470588235,1,22,Palustrine Aquatic Bed,21,Water,Palustrine Aquatic Bed to Water
,547,10,0.760784314,0.850980392,0.870588235,1,22,Palustrine Aquatic Bed,22,Palustrine Aquatic Bed,Palustrine Aquatic Bed to Palustrine Aquatic Bed
,548,0,0.870588235,0.870588235,0.870588235,1,0, ,0, , 
,549,0,0.870588235,0.870588235,0.870588235,1,0, ,0, , 
,550,0,0.878431373,0.878431373,0.878431373,1,0, ,0, , 
,551,0,0.878431373,0.878431373,0.878431373,1,0, ,0, , 
,552,0,0.878431373,0.878431373,0.878431373,1,0, ,0, , 
,553,0,0.878431373,0.878431373,0.878431373,1,0, ,0, , 
,554,0,0.878431373,0.878431373,0.878431373,1,0, ,0, , 
,555,0,0.890196078,0.890196078,0.890196078,1,0, ,0, , 
,556,0,0.890196078,0.890196078,0.890196078,1,0, ,0, , 
,557,0,0.890196078,0.890196078,0.890196078,1,0, ,0, , 
,558,0,0.890196078,0.890196078,0.890196078,1,0, ,0, , 
,559,0,0.890196078,0.890196078,0.890196078,1,0, ,0, , 
,560,0,0.890196078,0.890196078,0.890196078,1,0, ,0, , 
,561,0,0.890196078,0.890196078,0.890196078,1,0, ,0, , 
,562,0,0.901960784,0.901960784,0.901960784,1,0, ,0, , 
,563,0,0.901960784,0.901960784,0.901960784,1,0, ,0, , 
,564,0,0.901960784,0.901960784,0.901960784,1,0, ,0, , 
,565,0,0.901960784,0.901960784,0.901960784,1,0, ,0, , 
,566,0,0.901960784,0.901960784,0.901960784,1,0, ,0, , 
,567,0,0.909803922,0.909803922,0.909803922,1,0, ,0, , 
,568,0,0.909803922,0.909803922,0.909803922,1,0, ,0, , 
,569,0,0.909803922,0.909803922,0.909803922,1,0, ,0, , 
,570,0,0.909803922,0.909803922,0.909803922,1,0, ,0, , 
,571,0,0.909803922,0.909803922,0.909803922,1,0, ,0, , 
,572,0,0.909803922,0.909803922,0.909803922,1,0, ,0, , 
,573,0,0.909803922,0.909803922,0.909803922,1,0, ,0, , 
,574,0,0.921568627,0.921568627,0.921568627,1,0, ,0, , 
,575,0,0.921568627,0.921568627,0.921568627,1,0, ,0, , 
,576,0,0.921568627,0.921568627,0.921568627,1,0, ,0, , 
,577,0,0.921568627,0.921568627,0.921568627,1,0, ,0, , 
,578,0,0.921568627,0.921568627,0.921568627,1,0, ,0, , 
,579,0,0.929411765,0.929411765,0.929411765,1,0, ,0, , 
,580,0,0.929411765,0.929411765,0.929411765,1,0, ,0, , 
,581,0,0.929411765,0.929411765,0.929411765,1,0, ,0, , 
,582,0,0.929411765,0.929411765,0.929411765,1,0, ,0, , 
,583,0,0.929411765,0.929411765,0.929411765,1,0, ,0, , 
,584,0,0.929411765,0.929411765,0.929411765,1,0, ,0, , 
,585,0,0.929411765,0.929411765,0.929411765,1,0, ,0, , 
,586,0,0.941176471,0.941176471,0.941176471,1,0, ,0, , 
,587,0,0.941176471,0.941176471,0.941176471,1,0, ,0, , 
,588,0,0.941176471,0.941176471,0.941176471,1,0, ,0, , 
,589,0,0.941176471,0.941176471,0.941176471,1,0, ,0, , 
,590,0,0.941176471,0.941176471,0.941176471,1,0, ,0, , 
,591,0,0.949019608,0.949019608,0.949019608,1,0, ,0, , 
,592,0,0.949019608,0.949019608,0.949019608,1,0, ,0, , 
,593,0,0.949019608,0.949019608,0.949019608,1,0, ,0, , 
,594,0,0.949019608,0.949019608,0.949019608,1,0, ,0, , 
,595,0,0.949019608,0.949019608,0.949019608,1,0, ,0, , 
,596,0,0.949019608,0.949019608,0.949019608,1,0, ,0, , 
,597,0,0.949019608,0.949019608,0.949019608,1,0, ,0, , 
,598,0,0.949019608,0.949019608,0.949019608,1,0, ,0, , 
,599,0,0.960784314,0.960784314,0.960784314,1,0, ,0, , 
,600,0,0.960784314,0.960784314,0.960784314,1,0, ,0, , 
,601,0,0.960784314,0.960784314,0.960784314,1,0, ,0, , 
,602,0,0.960784314,0.960784314,0.960784314,1,0, ,0, , 
,603,0,0.960784314,0.960784314,0.960784314,1,0, ,0, , 
,604,0,0.960784314,0.960784314,0.960784314,1,0, ,0, , 
,605,0,0.960784314,0.960784314,0.960784314,1,0, ,0, , 
,606,0,0.968627451,0.968627451,0.968627451,1,0, ,0, , 
,607,0,0.968627451,0.968627451,0.968627451,1,0, ,0, , 
,608,0,0.968627451,0.968627451,0.968627451,1,0, ,0, , 
,609,0,0.968627451,0.968627451,0.968627451,1,0, ,0, , 
,610,0,0.968627451,0.968627451,0.968627451,1,0, ,0, , 
,611,0,0.980392157,0.980392157,0.980392157,1,0, ,0, , 
,612,0,0.980392157,0.980392157,0.980392157,1,0, ,0, , 
,613,0,0.980392157,0.980392157,0.980392157,1,0, ,0, , 
,614,0,0.980392157,0.980392157,0.980392157,1,0, ,0, , 
,615,0,0.980392157,0.980392157,0.980392157,1,0, ,0, , 
,616,0,0.980392157,0.980392157,0.980392157,1,0, ,0, , 
,617,0,0.980392157,0.980392157,0.980392157,1,0, ,0, , 
,618,0,0.988235294,0.988235294,0.988235294,1,0, ,0, , 
,619,0,0.988235294,0.988235294,0.988235294,1,0, ,0, , 
,620,0,0.988235294,0.988235294,0.988235294,1,0, ,0, , 
,621,0,0.988235294,0.988235294,0.988235294,1,0, ,0, , 
,622,0,0.988235294,0.988235294,0.988235294,1,0, ,0, , 
,623,0,1,1,1,1,0, ,0, , 
,624,0,1,1,1,1,0, ,0, , 
,625,0,1,1,1,1,0, ,0, , 